	IntGW-01	IntGW-02	RR-01	TR-01	TR-02	timestamp
0	63.30583857174813	64.19923407783848	42.42793704858061	56.784886326359675	53.01474231960138	20200703012500
1	60.486493901445385	53.995810165557764	42.21671518077098	52.13585263989473	56.33337176617379	20200703141200
2	63.59438315130137	64.73231303862154	41.229040586545295	58.04279138485331	53.081082390876375	20200701195700
3	62.293653316623754	65.97572483946936	42.296923232670046	56.43901802701878	51.18528614561274	20200703134300
4	62.76583085589965	63.563964398600746	41.9894997407782	57.184539019027596	52.93784714770238	20200630175500
5	62.71860160643712	64.84326015417241	42.47979773609707	57.99677020057872	52.74519269176625	20200704054500
6	62.691708066788316	65.23971266188674	42.01540831206592	57.501790084000135	52.97884951265461	20200704172300
7	62.98649850866631	64.62299570730626	42.15533923078864	57.46798137299944	52.47977219030956	20200704021400
8	62.86073333388778	63.59114127386032	42.45009789952055	57.68570400115825	52.44412009905194	20200630053300
9	62.96372965981659	63.40936526463208	41.90640612760118	56.516590255570264	53.09727407282722	20200630100400
10	64.38808124721243	65.20703413004523	41.770775355508285	56.833658736183224	52.52162110820637	20200705112800
11	63.29307529818893	64.22507956237473	41.3940966062015	55.81048917423751	53.281589381575685	20200702154800
12	63.27549269053716	65.13592177856418	42.65190462034094	56.43580282983555	52.55607655188257	20200702121900
13	62.257782343366955	64.38797501214712	41.889084887766934	57.484713415212475	52.50375820969934	20200704044500
14	62.74111517805591	63.22329149716645	41.9909066866782	57.1129536601622	52.93963448441235	20200630165500
15	62.98381343353792	57.362775456976294	42.14534889948533	57.09747572946896	52.90242378825925	20200630043300
16	61.54594663401658	63.692654493994546	41.265427261529474	56.50202172082617	52.355353608485935	20200630110400
17	62.737505377024014	64.5634756976524	42.28497023318191	57.73067808233294	53.01567252838158	20200704162300
18	61.97985943688392	64.05570008786755	42.09764254362955	57.56233656837534	48.78698324138095	20200704031400
19	63.424137730909116	64.31168397206827	42.13562682420363	56.27646625869312	52.62587613123597	20200703002500
20	63.71737867972451	64.845575424327	42.251564555367345	57.65521581817136	52.736227508624786	20200703151200
21	62.72555268454935	64.54882437027159	42.43237969643976	57.739341350889774	53.00613074411532	20200703124300
22	63.652196723140534	64.39456934905581	42.03163665154045	57.90923545412176	53.079642752942576	20200701185700
23	63.844623542978354	64.96338639831498	42.41697527266923	56.405685452643105	53.261523430000544	20200702144800
24	64.63386031641556	64.01849908153777	41.93665885037896	56.35787962693671	52.586175731529295	20200702131900
25	62.786858713812705	64.53568388246673	42.31597030532441	56.922519328887674	52.59944862846218	20200705102800
26	63.75075452554136	64.24639935688458	42.08399475539461	56.63679341685035	52.8632285664557	20200706014400
27	63.26119617737012	64.10301183137729	0.0	56.780882603206045	52.55096731203144	20200630194000
28	59.895430217920314	62.015065274686236	43.17339840375111	48.13880092286812	43.996068643604815	20200704193600
29	63.68647004224529	64.63439665030965	41.07821164550304	57.84022664449148	52.84168853941197	20200630214800
30	62.966820453485	63.439783143676685	42.282027401030675	57.10710570774723	52.73743271163992	20200701101300
31	63.02736404411082	60.43133778026678	41.719180470479046	57.41164003016342	52.5269570121145	20200701052400
32	63.57701998787907	64.27223753227246	41.9628314220679	57.311736129723094	52.62587654337131	20200701174200
