	IntGW-01+link-intgw-exgw-a-1	IntGW-01+link-intgw-exgw-a-2	IntGW-01+link-intgw-exgw-a-3	IntGW-01+link-tr-intgw-a-1	IntGW-01+link-tr-intgw-b-1	IntGW-02+link-intgw-exgw-b-1	IntGW-02+link-intgw-exgw-b-2	IntGW-02+link-intgw-exgw-b-3	IntGW-02+link-tr-intgw-a-2	IntGW-02+link-tr-intgw-b-2	RR-01+link-tr-intgw-a-3	RR-01+link-tr-intgw-b-3	TR-01+link-tr-intgw-a-1	TR-01+link-tr-intgw-a-2	TR-01+link-tr-intgw-a-3	TR-01+link-tr-ssm-a-1	TR-01+link-tr-tr-a-1	TR-02+link-tr-intgw-b-1	TR-02+link-tr-intgw-b-2	TR-02+link-tr-intgw-b-3	TR-02+link-tr-ssm-b-1	TR-02+link-tr-tr-a-1	timestamp
0	1040.8718830366538	1040.7388387619637	1012.4502998560181	2311.810578080866	2330.5531902778102	1040.4561196782477	1040.3563364722304	1013.1654128324762	2364.645785667104	2325.6305521142817	0.16630534336241	0.13304427468992802	2330.636342949491	2332.016677299399	0.18293587769865105	4676.58940802266	0.11670628650583	2354.432623968627	2323.718040665615	0.099783206017446	4656.6992889565145	0.099783206017446	20200629105300
1	1051.3771687134083	1051.8439880455574	1022.8178288572972	2374.726614760581	2392.8492081193617	1052.1941025446688	1052.7109382338338	1024.8351552569407	2349.9185016806664	2311.605972206444	0.133376952042549	0.133376952042549	2353.819777527911	2355.970480879597	0.183393309058505	4723.794838371976	0.100032714031912	2363.706344098065	2346.367340332533	0.11670483303723	4703.938344636641	0.11670483303723	20200629105400
2	1048.3680222503438	1048.351278367027	1019.1666897453192	2320.015728534233	2339.5725842486067	1049.908459515517	1050.0089228154195	1021.7452477761528	2391.579085831524	2353.687677884924	0.13395106653681002	0.133376952042549	2353.819777527911	2350.70726665448	0.18418271648811305	4723.794838371976	0.100032714031912	2363.706344098065	2341.481386946757	0.11670483303723	4703.938344636641	0.100463299902607	20200629105500
3	1044.126606448564	1043.9273678256786	1016.7478990204199	2339.194258421061	2356.694050797813	1044.8903545029573	1044.4586708200393	1018.2421886920594	2352.4104204057808	2312.977776293081	0.132825748590145	0.132825748590145	2337.6501590937005	2338.7957811752913	0.16603218573768205	4691.156391925349	0.117207183219708	2357.9573681307847	2330.3613461398168	0.11622253001637703	4694.080712416068	0.11622253001637703	20200629105600
4	1047.0758665963408	1047.2924351971355	1018.4554930451576	2332.6437400371155	2352.584710433371	1046.6593885178893	1047.192480458307	1020.0047914969971	2367.827808104693	2330.0115985813018	0.16659123138057702	0.16659123138057702	2342.939078136435	2344.255148864341	0.19990947765669198	4691.156391925349	0.116613861966403	2345.8521490691423	2335.359177108619	0.116613861966403	4669.057508003664	0.116613861966403	20200629105700
5	1048.772831684131	1047.2924351971355	1020.8276843036533	2332.6437400371155	2352.584710433371	1049.3763261686524	1049.1416338691163	1022.2861293079134	2367.827808104693	2349.789594162532	0.13410988544920302	0.16659123138057702	2342.939078136435	2344.255148864341	0.19990947765669198	4699.938456201391	0.116613861966403	2352.068277616091	2335.359177108619	0.116613861966403	4682.596309014672	0.100582414086902	20200629105800
6	0.0	0.0	0.0	0.0	0.0	1046.5240992087886	1046.5240992087886	1046.55748541753	2350.3056298746474	2311.4106966908844	0.150237939336424	0.10007659695936899	0.10007659695936899	4687.256776252722	0.150237939336424	2386.8768757794405	0.10007659695936899	0.10007659695936899	4691.090482470441	0.10007659695936899	2349.731778874688	0.116851730594996	20200629110100
7	0.0	0.0	0.0	0.0	0.0	1047.7900958990879	971.330953116353	1047.9400157868972	2369.41719576449	2328.239199912873	4.830751940521383	0.21701035681927905	0.100158626224282	4699.222225616704	3.531446246174252	2350.4725609183547	0.13354483496571	0.100158626224282	4687.3068555658365	0.116851730594996	2310.9933690816165	0.13326212249714098	20200629110200
8	1054.2669726692868	1053.0800174806736	1022.252617934154	2350.0375320245944	2302.358712335509	1050.0373999549327	1028.0369347688047	1031.9655892663277	2401.9292067493216	2363.060603741915	0.133741429702904	0.15045910841576798	2299.8343428498665	2405.3228955280333	0.183894465841494	3332.7434156996474	0.166408359290957	1394.0693891240655	2344.487262691924	0.31617588265281804	4665.385880719999	0.100306072277178	20200629110500
9	1049.7256871064042	1049.6418257863934	1016.4998321180237	2350.0375320245944	2340.250768492557	1049.5915089943867	1023.041015078886	1028.9280797436622	2356.5030923107	2316.870232473475	0.167722640022113	0.15045910841576798	2299.8343428498665	2401.536621156638	0.183894465841494	4752.16735091847	0.100306072277178	2360.536234256273	2344.487262691924	0.11702375099004099	4665.385880719999	0.13417811201769098	20200629110600
10	1043.2124072737804	1043.146164205041	1009.064105338668	2365.1922085697465	2316.950693760347	1042.4506119832783	1015.9037021860014	1021.1865869179612	2348.7970490567677	2311.6181267268325	0.132486137478612	0.15095037601990202	2280.467323652174	2386.042214455443	0.16560767184826505	4712.979050828239	0.115925370293786	2341.361264590781	2325.529171162087	0.115925370293786	4657.171317758039	0.09936460310895899	20200629110700
11	1047.6092558266462	1047.6924654577683	1012.9274815749744	2353.800761328184	2306.4211973672877	1046.3943952122645	1020.8823223102428	1025.1260134974677	2380.211498246324	2340.736849242022	0.13313540979528402	0.132486137478612	2280.467323652174	2395.422218815435	0.183061188468516	4712.979050828239	0.115925370293786	2341.361264590781	2325.529171162087	0.115925370293786	4628.187922841928	0.116493483570874	20200629110800
12	1045.9744029664507	1045.9744029664507	1045.9577234192818	2380.121342371291	2331.984169241628	0.0	0.0	0.0	0.0	0.0	0.150115924520779	0.198934668379472	4024.5643865399406	0.10007728301385199	0.150115924520779	2333.652861092492	0.149201001284604	4151.899152191835	0.116756830182828	0.149201001284604	2285.3117366762804	0.116756830182828	20200629111100
