	IntGW-01+link-intgw-exgw-a-1	IntGW-01+link-intgw-exgw-a-2	IntGW-01+link-intgw-exgw-a-3	IntGW-01+link-tr-intgw-a-1	IntGW-01+link-tr-intgw-b-1	IntGW-02+link-intgw-exgw-b-1	IntGW-02+link-intgw-exgw-b-2	IntGW-02+link-intgw-exgw-b-3	IntGW-02+link-tr-intgw-a-2	IntGW-02+link-tr-intgw-b-2	RR-01+link-tr-intgw-a-3	RR-01+link-tr-intgw-b-3	TR-01+link-tr-intgw-a-1	TR-01+link-tr-intgw-a-2	TR-01+link-tr-intgw-a-3	TR-01+link-tr-ssm-a-1	TR-01+link-tr-tr-a-1	TR-02+link-tr-intgw-b-1	TR-02+link-tr-intgw-b-2	TR-02+link-tr-intgw-b-3	TR-02+link-tr-ssm-b-1	TR-02+link-tr-tr-a-1	timestamp
0	1578.0493373990396	1564.5421375593987	1525.5269172047479	2345.633209327085	2354.353470933594	1549.5118210092153	1564.0232736250382	1603.1556568035767	2347.2734888615146	2338.536489708736	0.182994582911177	0.100425277618148	2327.3223337080426	2379.3761026067828	0.167375462696913	4692.521734624395	0.09981522704246	2345.9177476136692	2340.896483732762	0.14972284056369	4682.432115788857	0.100425277618148	20200629105300
1	1560.4334147716463	1569.3723527206735	1608.7434820175022	2341.471045030339	2351.2060294015428	1564.015623671442	1553.0699853665105	1515.6558035242003	2343.759678494097	2333.9417726205834	0.199011605544204	0.11609010323411903	2361.2561154815257	2337.839083229157	0.132674403696136	4684.832700313348	0.11609010323411903	2379.996375003605	2299.181078852196	0.149258704158153	4685.131217721665	0.099505802772102	20200629105400
2	1550.0298169390287	1560.9209341638643	1533.3590577513185	2341.471045030339	2352.4312080621	1574.5181265273875	1564.6125551863934	1591.238998217665	2344.947741011905	2336.077828057322	0.199011605544204	0.11609010323411903	2316.3000937103798	2337.839083229157	0.13363334018204198	4684.832700313348	0.11609010323411903	2379.996375003605	2348.572545364343	0.149258704158153	4685.131217721665	0.099505802772102	20200629105500
3	1578.5807620585322	1554.6890886361452	1568.5149804286264	2342.5652689405483	2350.617894244473	1545.305450885291	1569.197124307678	1556.2863035724606	2343.463702342226	2335.1615122045027	0.18374584275030703	0.116463589106341	2343.280688130773	2385.3551222494502	0.13310124469296197	4688.425515281808	0.100225005136531	2361.349182097843	2317.475684315925	0.167041675227552	4688.124840266399	0.099825933519721	20200629105600
4	1548.137316681252	1555.0936665014394	1573.050368549244	2340.612010670508	2349.898238420902	1574.7312090560358	1566.593278285529	1547.7046250656424	2342.1264313251418	2333.0399073973376	0.166376555866202	0.116493896510317	2330.044350058501	2365.2255068046165	0.166419852157595	4686.028971282774	0.116463589106341	2350.114584228707	2327.7144721282943	0.13310124469296197	4685.679580515454	0.116493896510317	20200629105700
5	1567.9257237076927	1555.0936665014394	1525.494270467505	2340.612010670508	2351.420837258104	1555.7475625218274	1563.8329260526348	1600.333999017127	2342.1264313251418	2335.6343320171673	0.19970382258911498	0.116493896510317	2330.044350058501	2365.2255068046165	0.166419852157595	4682.172614498314	0.116493896510317	2350.114584228707	2327.7144721282943	0.166419852157595	4682.522096187845	0.116493896510317	20200629105800
6	0.0	0.0	0.0	0.0	0.0	1539.4839127774865	1558.2107234453783	1554.8755835223346	4682.369694957597	4682.386370657213	0.13320481288969602	0.09990360966727199	0.0	2382.7010905644543	0.15008129653697902	4682.831847738907	0.09990360966727199	0.0	2308.6338818298896	0.09990360966727199	4683.031654958241	0.09990360966727199	20200629110100
7	0.0	0.0	0.0	0.0	0.0	1579.100924567543	1576.933341519016	1551.8560730191364	4703.771931313495	4699.103290901283	0.15008129653697902	0.133389726063188	0.0	2348.0885871195	4.835377569790588	4682.302992159136	0.11672989730653903	0.0	2330.585293776032	0.21678409499785806	4682.302992159136	0.13340559692175902	20200629110200
8	1554.6258346030545	1565.9401420480472	1537.1961356524475	2292.0720647732933	2352.926042371398	1581.9201432847892	1572.5887557012902	1599.883064383025	2397.316786161472	2336.812735597749	22.298590883469338	0.116642344793738	2342.894800719137	2337.350583045058	0.13330553690712899	4672.277045264363	0.182639240296472	2294.7881650877757	2355.475510764747	26.466086275688852	4672.658927312255	0.099979152680346	20200629110500
9	1576.0026726472395	1556.2057794396799	1561.671588338737	2292.0720647732933	2341.765832215397	1534.3258797919314	1554.1227729994903	1550.6566502830156	2386.24218572632	2324.935140178668	0.183295113247302	0.116642344793738	2373.1775693334525	2394.0174741230207	0.166640515215145	4689.622135624353	0.116642344793738	2294.7881650877757	2301.8221007183274	0.14996872902052005	4689.522156471673	0.099979152680346	20200629110600
10	1553.889178410654	1573.4131245305705	1586.6793956120514	2298.3355752497105	2359.176863756731	1582.1071210506354	1562.616549197591	1547.1809507694522	2404.265498300332	2343.1405285249025	0.18330456673666	0.116809934050779	2382.021549430377	2367.036503605005	0.133497067486605	4666.8342848062375	0.133312412172116	2334.446532004837	2329.2234592394243	0.14997646369363102	4666.584324033415	0.116809934050779	20200629110700
